id_region,año,tratamiento,año_tratamiento,empleo,salario_minimo,pib_per_capita,sindicatos,poblacion,proporcion_industria,proporcion_urbana,nivel_educacion,edad_promedio,zona,clima,Industria
Region_0,2010,1,2008,75.10031299320032,9.005116595705923,38503.25378878638,0.12564430005683724,318085.7044375704,0.227038133027188,0.4348466113777419,15.891919019868634,36.10875511388595,Sur,Cálido,Industrial
Region_0,2011,1,2008,74.4399754633304,8.999653372994462,39966.97269850241,0.11990288762837917,331972.57652358874,0.2166823389325911,0.4273650134118964,16.163652738963574,36.66319703643958,Sur,Cálido,Industrial
Region_0,2012,1,2008,74.21329595436546,9.014125317603987,41485.743041939466,0.12928866543345643,349108.28169083386,0.20491778014401674,0.4506774359479035,16.311100918799568,37.20777259245854,Sur,Cálido,Industrial
Region_0,2013,1,2008,74.30190838924068,9.019025993603377,43095.67816801031,0.10848257269348584,367888.7916829896,0.1858748431137563,0.4729624435906586,16.46672752184292,37.793451426020354,Sur,Cálido,Industrial
Region_0,2014,1,2008,71.92416946670565,9.016437224553984,44578.24107672393,0.11022276352381565,378310.18540547707,0.2099536440591748,0.4667407909936794,16.669552192520396,38.29284197278008,Sur,Cálido,Industrial
Region_0,2015,1,2008,72.26452682887621,8.997248479629388,46041.689811259814,0.1095323073100993,405459.8141455181,0.19650872517933343,0.42877757487271595,16.770134332653505,38.629541822854755,Sur,Cálido,Industrial
Region_0,2016,1,2008,76.32211502502757,9.01489653810323,47401.70058304375,0.13098688968016825,428150.02672435675,0.17800006979811964,0.45120094239835845,16.910878426433477,38.79545532131355,Sur,Cálido,Industrial
Region_0,2017,1,2008,76.11884595614252,9.006126790953571,48666.73643814745,0.11965994424065046,443543.0576654235,0.16425482185058926,0.4404576153627538,17.12148177404184,39.37372372867476,Sur,Cálido,Industrial
Region_0,2018,1,2008,71.107471400246,9.015419839494188,50264.97136670867,0.12396733082018968,465449.16122705507,0.1815284224682113,0.45645928049626255,17.41517781000403,40.0605994889104,Sur,Cálido,Industrial
Region_0,2019,1,2008,74.69787963853905,9.017092000665503,51838.92864382283,0.11469616159035324,481791.3339546558,0.16551567238281475,0.4653663043767942,17.54579433320847,40.235202854318985,Sur,Cálido,Industrial
Region_0,2020,1,2008,74.97799213574363,9.008784158716416,53552.1863967314,0.11667467526258708,509193.1986193166,0.12396106836806367,0.4475635122752806,17.733699461034174,40.62592323980881,Sur,Cálido,Industrial
Region_1,2000,0,2005,72.72253230015177,7.473229490581919,15562.831131448904,0.10036690342652171,97624.15410392598,0.26584082106418117,0.38623883910792445,7.946260937574166,44.832514279883775,Norte,Lluvioso,Servicios
Region_1,2001,0,2005,69.78152238074469,7.4769285421514615,16008.21110127122,0.09483551505733864,120463.96143293724,0.2729573178284067,0.39695577526851983,7.989415449178526,44.84773596763431,Norte,Lluvioso,Servicios
Region_1,2002,0,2005,71.48681289596423,7.483095303511483,16335.940987449274,0.10937327912697838,134992.29983835932,0.2567130766002067,0.40056663954677907,7.9901212964038075,44.743935079080636,Norte,Lluvioso,Servicios
Region_1,2003,0,2005,72.26967625741635,7.487464642364368,16708.127739351068,0.0911947964098282,149217.10719821512,0.23867686965964816,0.42021240688284034,7.913104566617952,44.527045325518145,Norte,Lluvioso,Servicios
Region_1,2004,0,2005,71.60238338005729,7.491449495670695,17654.92449956906,0.09843735990803161,175796.6036297406,0.2428793944802119,0.4238365753965703,7.742144891258438,44.19878515611701,Norte,Lluvioso,Servicios
Region_1,2005,1,2005,69.65283917239454,9.015276952022857,18799.914291905516,0.13398281220118102,189870.02620683267,0.2671481395456881,0.4501642167250078,7.80789085127161,44.47269343146438,Norte,Lluvioso,Servicios
Region_1,2006,1,2005,72.59402568944279,9.012480666653646,20533.58314757007,0.1273152276811457,202146.95659570917,0.219766969633495,0.4485721966986076,7.995191210752606,44.964106989743186,Norte,Lluvioso,Servicios
Region_1,2007,1,2005,76.09716673080906,9.035973050901836,21881.287995307506,0.12567807051036425,225111.75749260583,0.23491994263078952,0.4965392594974528,8.243421827602576,45.61302567761909,Norte,Lluvioso,Servicios
Region_1,2008,1,2005,75.8245795545976,9.005169114143833,23442.35037729726,0.11334044960011028,248133.54006575118,0.19122766155927098,0.4423339585275995,8.289079356357435,46.13535838658763,Norte,Lluvioso,Servicios
Region_1,2009,1,2005,73.0755049974422,9.016416602490139,24856.05168232712,0.11680344534370977,266906.2280136037,0.18438548798096277,0.4627511377740513,8.672245001976794,46.70668979536598,Norte,Lluvioso,Servicios
Region_1,2010,1,2005,72.83899724378779,9.018708898809463,26522.75673938385,0.1214997343626891,287509.16790965176,0.18446966865544073,0.46451795700131443,8.95274403690629,47.10166454531776,Norte,Lluvioso,Servicios
Region_1,2011,1,2005,70.86759183587353,9.017925931310156,27922.884993475724,0.11957113586662732,311812.9831564299,0.2031488102487041,0.46410918110033716,9.129339993727964,47.544039631449344,Norte,Lluvioso,Servicios
Region_1,2012,1,2005,72.0129142845635,9.004652291267618,29442.684900697477,0.13931873665231587,322230.44632558845,0.1717853121736344,0.42571334054384885,9.296392741495827,47.78887183065494,Norte,Lluvioso,Servicios
Region_1,2013,1,2005,72.10360511821948,8.992787185551201,30470.420291234484,0.10176861539171302,340334.2506061816,0.1604608715160883,0.4245132018673746,9.554239144525353,48.03099016946161,Norte,Lluvioso,Servicios
Region_1,2014,1,2005,71.35011083329837,9.017810711372308,31920.91179784979,0.10761157616510254,357661.63371309877,0.21097875293386986,0.4710544770455505,9.920872056403178,48.57820230112335,Norte,Lluvioso,Servicios
Region_1,2015,1,2005,71.24738075996268,9.014731238073015,32992.13219658337,0.1390454905661825,379756.77224821603,0.12027598426457747,0.4460351818063199,10.159070046893985,49.2299299325861,Norte,Lluvioso,Servicios
Region_1,2016,1,2005,75.84130233259503,9.030831770898937,34596.50990159531,0.13317609168462727,401286.69013879466,0.15107080886125082,0.4817578867870982,10.522144960337316,49.89179990993265,Norte,Lluvioso,Servicios
Region_1,2017,1,2005,74.90701310461921,9.008592684725963,36097.18635566088,0.11823452904445207,431401.57126102713,0.12544352118138657,0.44624465202525443,10.961807405253118,50.364818202369015,Norte,Lluvioso,Servicios
Region_1,2018,1,2005,75.05545261100785,9.014796611803035,37720.04350437743,0.11756163220627447,457000.16869894654,0.1100195645115657,0.4590562442823046,11.133888928854887,50.84146134453413,Norte,Lluvioso,Servicios
Region_1,2019,1,2005,75.63971818514365,9.014113401037159,39046.5187122472,0.12811066729670156,487063.9191422465,0.1275925379677079,0.45136040169630043,11.295594497489727,51.32581675875545,Norte,Lluvioso,Servicios
Region_1,2020,1,2005,75.09922032298014,9.019354227504122,40347.745684071524,0.12402760922780905,511626.95566891285,0.10783141493778968,0.46429188947155725,11.551141284117811,51.584342140668944,Norte,Lluvioso,Servicios
Region_2,2000,0,2014,69.7339924830652,7.485429804855375,15857.591598146599,0.09414489938458878,103102.541157427,0.25408795692793507,0.41437267007999645,11.887132704139928,35.17737586522229,Oeste,Frío,Industrial
Region_2,2001,0,2014,69.44963670977465,7.489324159849824,16322.724762554333,0.1171254584635848,118813.14493231662,0.27732866676814605,0.4083730446214975,11.955577002147484,35.460632639374985,Oeste,Frío,Industrial
Region_2,2002,0,2014,66.44364032791391,7.482366491895546,17054.131066127477,0.11051514295344743,137489.98488051823,0.25539449318253843,0.3984238980190231,12.116208979309144,35.279052764987604,Oeste,Frío,Industrial
Region_2,2003,0,2014,71.07472634903095,7.477090646251099,17143.65448432062,0.10047877177988644,149659.15352425072,0.25394681522486806,0.39389402943426605,12.223052003366712,35.069368088259594,Oeste,Frío,Industrial
Region_2,2004,0,2014,73.09991052155303,7.477158479985591,17706.13218706389,0.11556112539810051,169935.9044718753,0.2769513423819091,0.38498028473232093,12.344694552761752,35.09524211509942,Oeste,Frío,Industrial
Region_2,2005,0,2014,70.48470875304405,7.490459518554696,18123.98661753425,0.09482465671523416,182913.15962176988,0.2742825110202357,0.42402424308024944,12.359471419466058,35.20976015122162,Oeste,Frío,Industrial
Region_2,2006,0,2014,70.78361332365206,7.462466703511282,18961.192371936828,0.10116186121957417,195588.57484818067,0.22095489805219995,0.3642362902908195,12.568592726246175,35.329437296148996,Oeste,Frío,Industrial
Region_2,2007,0,2014,70.96962623742016,7.5014040227149446,19878.517352163122,0.09079469567731867,222264.76662083424,0.26518908628704874,0.44833122802349823,12.611372229222857,35.289979079356094,Oeste,Frío,Industrial
Region_2,2008,0,2014,72.40341288471677,7.499334981948978,20269.341910953972,0.0976971105155917,239893.7594653769,0.23365558949284773,0.4400516975886031,12.71064129662939,35.21418141376375,Oeste,Frío,Industrial
Region_2,2009,0,2014,72.3162770564629,7.482041065335863,20989.228033258078,0.11234033635009877,263479.76931480295,0.2876449516589532,0.3966779288616655,12.628136842238659,35.29670287483698,Oeste,Frío,Industrial
Region_2,2010,0,2014,68.37188056256944,7.484430426931577,21500.10484035672,0.09775503678079163,283608.3867185859,0.24391458713254294,0.4102078317946785,12.80047886245436,35.16153475077742,Oeste,Frío,Industrial
Region_2,2011,0,2014,72.90619052260936,7.487296473605753,21905.625015303678,0.08789435028550949,310646.5462130437,0.2490718220138529,0.42185633704020004,12.831953258234725,35.12020284349907,Oeste,Frío,Industrial
Region_2,2012,0,2014,69.8446723713662,7.475036324456123,22562.86827666505,0.08159627301201226,335686.5770856838,0.29901134935212925,0.40111488510503807,12.829354858229886,35.313363027641955,Oeste,Frío,Industrial
Region_2,2013,0,2014,71.48638938819816,7.474855647928594,23224.866293090992,0.10890162052524771,354687.9843144163,0.2820849283757586,0.38437032354203926,12.806015198859663,35.51669259455008,Oeste,Frío,Industrial
Region_2,2014,1,2014,75.54095120487806,9.017576015451755,24654.0531835164,0.12215046666903695,369026.29355835693,0.26266593611092837,0.4618617509020885,13.041210194723414,36.217297424226935,Oeste,Frío,Industrial
Region_2,2015,1,2014,73.48898915072287,8.993828890923742,26137.46159936852,0.12323703754075811,389842.654695723,0.2370001063615346,0.4137155593230298,13.205387647354701,36.6844565489281,Oeste,Frío,Industrial
Region_2,2016,1,2014,72.20524309689237,9.016101922972872,27369.79187388222,0.13123482146923277,411517.1685307949,0.21161193145413335,0.45346295306420215,13.523307522159541,37.08752315050106,Oeste,Frío,Industrial
Region_2,2017,1,2014,72.99861812397774,8.989965053919395,28753.74912522432,0.1278938084415083,435099.5283228424,0.2256096570994389,0.40319382277388605,13.749587554490276,37.329466845458946,Oeste,Frío,Industrial
Region_2,2018,1,2014,74.75728521805672,9.003676940745338,29842.768349207192,0.1184486189472571,454002.4620750171,0.21256754846741951,0.4362847101223218,13.949820166087449,37.70191744518411,Oeste,Frío,Industrial
Region_2,2019,1,2014,73.78703201780529,9.013484998891899,31240.129012349018,0.11689408979331416,480502.9174791516,0.1974914869777423,0.4568335439078091,14.186080132144328,38.29817289337605,Oeste,Frío,Industrial
Region_2,2020,1,2014,72.38229996182048,9.014192728568933,32570.706006711327,0.1353366010038792,500912.75431632955,0.16730838895935654,0.44718349653553874,14.256278029066019,38.796355278268386,Oeste,Frío,Industrial
Region_3,2000,0,2009,72.97051276127179,7.49005178950893,15037.76322811538,0.10610582906181162,49013.487185925245,0.27480912890867204,0.4164400815807728,14.941868189961113,24.66081106195071,Este,Frío,Servicios
Region_3,2001,0,2009,70.35837216036451,7.474509966169857,15551.13477974579,0.09009344296096188,69747.15228260674,0.2462002311230518,0.39496386656313837,14.871016586838527,24.59120994987913,Este,Frío,Servicios
Region_3,2002,0,2009,68.19961411510764,7.481633927679331,15954.948359016948,0.12158763001072916,91470.17124781397,0.24083462614550932,0.3903152773522236,14.924179515745603,24.425057828725397,Este,Frío,Servicios
Region_3,2003,0,2009,69.89131226705662,7.478198541764793,16179.68229067901,0.0996508556050772,123763.36615087253,0.2359715267360476,0.3966065701665408,15.093813652700081,24.478271735028642,Este,Frío,Servicios
Region_3,2004,0,2009,69.65707973491652,7.48169957389872,16827.78457135054,0.09983980017794915,146079.2208441087,0.258326560028391,0.40349526769067123,15.140824425313319,24.612507895249024,Este,Frío,Servicios
Region_3,2005,0,2009,70.32567317857016,7.4896338284893345,17457.556474346828,0.09626553670334724,167820.52122191817,0.2546525269447343,0.4215083349566615,15.238498041218163,24.903002194050003,Este,Frío,Servicios
Region_3,2006,0,2009,72.7410636768161,7.481372659720963,17863.476801409255,0.10450219345583478,187419.86815739382,0.24206030733659706,0.4000440033684251,15.299829059834831,24.782151753129746,Este,Frío,Servicios
Region_3,2007,0,2009,72.8851899023207,7.469427230794655,18481.788342882115,0.09954815223691141,210652.9168602039,0.2557242972686211,0.3791255702471631,15.122414451172409,24.97747831436261,Este,Frío,Servicios
Region_3,2008,0,2009,70.56809922953798,7.48417157665927,18851.561505181726,0.10708838382100698,232490.0221889875,0.22261018417220738,0.4040901230259352,15.163037284167391,24.880739321088914,Este,Frío,Servicios
Region_3,2009,1,2009,72.85633680241617,9.007012775484103,20188.443504721192,0.10854389263061173,256828.42046930088,0.24781261508314803,0.4488992153898415,15.407697828669825,25.354030769623577,Este,Frío,Servicios
Region_3,2010,1,2009,70.54272455616038,9.01629412681788,21545.244412528045,0.12032614925010456,283137.0877605771,0.2731071111619688,0.4603925640856926,15.597958226178596,25.80050110599324,Este,Frío,Servicios
Region_3,2011,1,2009,74.7803292770584,9.004691338527342,23151.78620677517,0.11013471644614135,301630.88622457854,0.23162419606139903,0.4433018471870007,15.667370065829305,26.151840233770123,Este,Frío,Servicios
Region_3,2012,1,2009,72.25227439272535,9.001236819234633,24405.820121017838,0.1121958142696724,316376.15872664057,0.21538471306692045,0.43515614990746326,15.89014261009459,26.770781556246153,Este,Frío,Servicios
Region_3,2013,1,2009,72.20773728583839,9.004532824613772,25760.760444184452,0.12562751343601947,326701.8687786633,0.21159241253482125,0.43368914116593293,16.35516339700138,27.19476650789617,Este,Frío,Servicios
Region_3,2014,1,2009,71.50669857790861,9.024118536646139,27096.75382276437,0.11488144120007503,355535.5828541576,0.22066703196785548,0.4793082085722321,16.444694978424444,27.718637098092287,Este,Frío,Servicios
Region_3,2015,1,2009,70.13111630569007,9.009532669983127,28517.993849223447,0.12055827754833384,372953.9789676893,0.14243586067104952,0.44673037343725397,16.684465952325024,28.288647685758402,Este,Frío,Servicios
Region_3,2016,1,2009,74.45601074228948,8.992041421812269,30206.526012199214,0.11121929774492835,392646.8863688112,0.1984082383483432,0.4173512649775809,16.795891646774116,28.970528503822546,Este,Frío,Servicios
Region_3,2017,1,2009,73.35819264480392,9.01246002055943,31788.069823683592,0.12214680462431156,406451.88399651024,0.15813716576165557,0.4516319583442769,17.016094290962307,29.59290932342538,Este,Frío,Servicios
Region_3,2018,1,2009,71.49156198626872,9.009524195548716,33276.282760678514,0.12608434833373788,431006.42729180737,0.16119095629707592,0.4433977820971899,17.041829611298784,30.302852972237037,Este,Frío,Servicios
Region_3,2019,1,2009,73.62559030638108,8.989881530428727,34550.465939571855,0.10968301652383092,451236.9415402217,0.1385193133525479,0.4139532509431565,17.34254445858269,30.897029281549482,Este,Frío,Servicios
Region_3,2020,1,2009,71.41766432563459,9.005766206155991,36279.46307648138,0.1115505552626685,475925.6123680532,0.1158046510492694,0.44460207915438116,17.741052362046542,31.535350343323486,Este,Frío,Servicios
Region_4,2000,0,2014,68.2387408018742,7.478093499197766,15462.61195176513,0.10507535596730048,104265.11069830885,0.27293507425929453,0.39314178481515155,12.198735095358222,34.727588179521945,Norte,Cálido,Servicios
Region_4,2001,0,2014,68.79917153853549,7.485462973849425,15984.334267412656,0.1129528748020883,120464.83177603385,0.24433011687929948,0.403154222817598,12.205823608540822,34.611866247793216,Norte,Cálido,Servicios
Region_4,2002,0,2014,73.17532872118348,7.4691667866183575,16679.383960071227,0.09274748168425401,143781.53338695463,0.22724066034811774,0.38268508422616254,12.394218495591309,34.768072332098434,Norte,Cálido,Servicios
Region_4,2003,0,2014,71.94321261994958,7.480272487746577,17030.815462844126,0.08558545119565696,158813.85732645687,0.2273824039292731,0.4091937047757601,12.319773188617024,34.35140225354663,Norte,Cálido,Servicios
Region_4,2004,0,2014,71.8221341428062,7.482620648124319,17356.899464654056,0.09338369750151697,177954.85694629213,0.24105525310138406,0.409211077747729,12.40199179186149,34.04498271696434,Norte,Cálido,Servicios
Region_4,2005,0,2014,71.86609143513358,7.47051638057036,17827.111051402062,0.09533680586370909,196415.81387800814,0.2837871197368684,0.3838306776224952,12.352874251599351,33.92408567836235,Norte,Cálido,Servicios
Region_4,2006,0,2014,71.84130750592381,7.459406627684375,18505.956695897454,0.09002500513506871,218351.98601637234,0.21493458553587358,0.364798252287709,12.433865933655756,33.975765044095965,Norte,Cálido,Servicios
Region_4,2007,0,2014,70.49524675247034,7.4814119588952,18981.834112478122,0.10909171739193024,243492.1627008206,0.24516937276078432,0.39736888735524156,12.482789054945986,34.033822358363146,Norte,Cálido,Servicios
Region_4,2008,0,2014,70.7033694644051,7.487194276676373,19195.202015470448,0.09587241411775432,265244.7449911329,0.24766688258729302,0.4168651048820937,12.55651587699317,34.03277614686651,Norte,Cálido,Servicios
Region_4,2009,0,2014,70.27766711669044,7.476104025437917,19688.81673512235,0.11285225066630367,278594.84058244573,0.27701733420759495,0.38449670047605045,12.561575687564815,33.96115228510471,Norte,Cálido,Servicios
Region_4,2010,0,2014,68.88369725889079,7.4801294289308755,19966.55425284193,0.09139469470421858,296126.05749107164,0.22629855136489868,0.4054220410392189,12.61824793061327,33.695013957246275,Norte,Cálido,Servicios
Region_4,2011,0,2014,69.1406485923237,7.451518867180739,20693.351293809486,0.10957487515197659,316381.10443541774,0.28202633530114435,0.33729280927029226,12.643883902869616,33.575741435535065,Norte,Cálido,Servicios
Region_4,2012,0,2014,70.62966797141102,7.479965757515035,20884.3880275022,0.09286257852098083,333599.41458116105,0.2620046764084949,0.40421396791748226,12.384825545000979,33.87660176843612,Norte,Cálido,Servicios
Region_4,2013,0,2014,70.37934480286216,7.463897184079995,21066.128710534373,0.0990816711359665,360442.53368152765,0.22708646728028264,0.3683453654784107,12.46175200095354,33.83088066822404,Norte,Cálido,Servicios
Region_4,2014,1,2014,72.9966553939935,9.012487310172533,22274.320706431103,0.1229019455138456,381221.42161863606,0.23798662800094778,0.45123345303676127,12.548768782592601,34.49579426207596,Norte,Cálido,Servicios
Region_4,2015,1,2014,73.16539606609298,9.008228760711177,23777.19985063134,0.1051602883397944,400242.71730780683,0.2283759429951336,0.4533613484184746,12.728128767892654,34.91995939875528,Norte,Cálido,Servicios
Region_4,2016,1,2014,73.10930112656617,9.003993463835338,25190.26339386873,0.11333784353177201,416526.8831337768,0.2078406033761441,0.43998422155161104,12.757253308092896,35.305396738564546,Norte,Cálido,Servicios
Region_4,2017,1,2014,71.42749695445558,9.021721888030438,26650.487926386588,0.12205847599499821,430818.79708109435,0.23434874803735894,0.47020869046387725,12.953826967880469,35.5624394802973,Norte,Cálido,Servicios
Region_4,2018,1,2014,70.08454291890136,9.021689157908936,28057.2068409411,0.11324701786324207,438754.2130736903,0.23284277976771892,0.4754301050999298,13.268830480974861,36.442403700779984,Norte,Cálido,Servicios
Region_4,2019,1,2014,71.76494889597717,9.00985095672856,29693.63765936168,0.12093241319885976,453621.8773591224,0.22219264144406556,0.44714246553780423,13.490498225508372,36.905269861502966,Norte,Cálido,Servicios
Region_4,2020,1,2014,72.65678101845707,9.018387332742737,31082.669381230022,0.09727888663828116,471236.3452533147,0.16429867711662283,0.4784073335025061,13.729659214358833,37.70849481143922,Norte,Cálido,Servicios
Region_5,2000,0,2013,73.33214015282735,7.486435649620701,15469.957852878048,0.11186254665278354,75796.54201231693,0.2239899257919622,0.4057537712497338,11.95378531435743,34.82380091979935,Oeste,Lluvioso,Servicios
Region_5,2001,0,2013,70.54731152662468,7.494725854335508,15854.757817536844,0.1003642207819314,82250.42577406723,0.26159804153015803,0.42923317620185586,11.955781718971151,34.88767234382122,Oeste,Lluvioso,Servicios
Region_5,2002,0,2013,71.08752894355763,7.4873165282682965,16533.5286706292,0.10139222252354588,101441.64692368855,0.2995153877572462,0.4137977230224661,11.908249730413353,34.853815918958546,Oeste,Lluvioso,Servicios
Region_5,2003,0,2013,73.13028649327055,7.491989334585707,16622.847845243163,0.09253979947263247,130656.99849296885,0.2592359961957932,0.42845478948783405,11.69185292042177,34.95206668887338,Oeste,Lluvioso,Servicios
Region_5,2004,0,2013,73.19254061034157,7.467646358848434,16920.36572535406,0.10125005078149911,153840.71449350606,0.2365862628254642,0.3745426872279678,11.763477635093922,35.00226766626881,Oeste,Lluvioso,Servicios
Region_5,2005,0,2013,70.4827562045162,7.466622541120475,17553.36479441732,0.10129337709777234,179599.69345112008,0.25436801869810344,0.37246905598228536,11.770118873615928,34.588800033456636,Oeste,Lluvioso,Servicios
Region_5,2006,0,2013,69.35158455462937,7.486255354733063,17992.98971062398,0.1008324260646537,194528.78264627606,0.2619753706492616,0.41201125382733483,11.74218525599496,34.54881932958704,Oeste,Lluvioso,Servicios
Region_5,2007,0,2013,70.84444098191841,7.492472732582677,18321.118542115546,0.11877964542664976,213160.22767900812,0.27840886999400394,0.41367767790936566,11.712666151921322,34.52496935644561,Oeste,Lluvioso,Servicios
Region_5,2008,0,2013,69.52152259183532,7.480558005076614,18637.10109370867,0.09737155386555452,239716.28872264133,0.206916622316275,0.40269307783389496,11.82724287245901,34.910853597504804,Oeste,Lluvioso,Servicios
Region_5,2009,0,2013,72.02044609836831,7.481157262766935,19033.37216612479,0.11264175304003922,261265.07295998844,0.25609977834456826,0.39472947370984585,11.947352416275544,34.99258358601167,Oeste,Lluvioso,Servicios
Region_5,2010,0,2013,70.54507518677717,7.478631930938302,19317.155234177262,0.08623488669675562,286271.78812849015,0.23291659084317204,0.4055229298585502,12.026316197011619,35.2542271233548,Oeste,Lluvioso,Servicios
Region_5,2011,0,2013,70.46462466163354,7.47278273499228,19765.342595569746,0.0970826319422819,308924.20963718,0.21573220516504985,0.3873158908191894,12.052691088214406,35.121045729044326,Oeste,Lluvioso,Servicios
Region_5,2012,0,2013,72.51663500756025,7.492638035226417,20391.816905958123,0.1000388662257063,323889.13839527423,0.24409586334019673,0.4252527507174106,12.237765974275515,35.012155995129504,Oeste,Lluvioso,Servicios
Region_5,2013,1,2013,73.1931824148523,9.00282446714219,21851.8189698082,0.12946605554660717,350149.8242563174,0.273429386028647,0.4279693009564175,12.396476151969624,35.55383661447369,Oeste,Lluvioso,Servicios
Region_5,2014,1,2013,77.41162596818468,9.008533633439926,23329.811199577336,0.1211924179087319,367671.3027364242,0.2364064255356354,0.4443518161346129,12.64097956804333,36.051052958602725,Oeste,Lluvioso,Servicios
Region_5,2015,1,2013,72.9859878257956,9.013182688540933,25128.947400790494,0.1173455940447047,383639.043498792,0.24350037261149174,0.45595802065504387,12.916454938460634,36.463344208960756,Oeste,Lluvioso,Servicios
Region_5,2016,1,2013,72.11292299465539,8.997006540425469,26574.978889051174,0.1100597559587854,410153.7800569212,0.20995541406085222,0.42797722727566456,12.997360491635277,36.77693795288281,Oeste,Lluvioso,Servicios
Region_5,2017,1,2013,71.15035168784796,9.000354920706132,27927.012381843062,0.12644364556776203,424944.3633549213,0.23656643244127024,0.42484365407160374,13.100822245828708,37.32135056640893,Oeste,Lluvioso,Servicios
Region_5,2018,1,2013,74.96594857529449,9.007943872805136,29072.800970032287,0.11590715932441668,445230.97147816274,0.21127789298648084,0.4463434500156202,13.407161906688646,37.88834811252069,Oeste,Lluvioso,Servicios
Region_5,2019,1,2013,72.90239826618298,9.01627911921593,30266.79924471884,0.11423959800356522,466606.18737728655,0.14997004262657365,0.464014479629723,13.5538100037905,38.53746006039705,Oeste,Lluvioso,Servicios
Region_5,2020,1,2013,72.00527349749613,9.004228896783983,32087.352526799434,0.10432343344379849,488841.3910634954,0.16842578591245214,0.4458637335016887,13.770241831881235,38.80637804345521,Oeste,Lluvioso,Servicios
Region_6,2000,0,2008,72.17160432850777,7.476723955212654,45805.46725825662,0.11215794682907987,42738.009232097655,0.2812081394757025,0.3861531423278608,14.994098130954425,25.008135808476815,Este,Cálido,Primaria
Region_6,2001,0,2008,70.65655223607334,7.478906143606608,46290.278872174866,0.08931500955367157,71681.90223341374,0.2263509294851393,0.4042232814810134,14.9306877521073,25.07856582095862,Este,Cálido,Primaria
Region_6,2002,0,2008,70.395728990029,7.467171437095059,46994.723594659605,0.09613266455671297,104912.74517218085,0.24862171402165267,0.3766632754560914,14.974136075839883,24.806764426737246,Este,Cálido,Primaria
Region_6,2003,0,2008,72.16159828092628,7.476403598499876,47171.05883549022,0.11593101189928502,117958.0370459762,0.23924974720938666,0.3832485898601812,14.973305657924767,25.355009918586298,Este,Cálido,Primaria
Region_6,2004,0,2008,71.21566051230914,7.469432149700458,47439.287840385434,0.09380559326742748,135017.79017028256,0.23351328979473063,0.38258094344045973,15.021456833651314,25.08797920252638,Este,Cálido,Primaria
Region_6,2005,0,2008,70.07525395200574,7.4715713052153845,48043.8478376504,0.08809501106547028,160404.73024350705,0.2588924907662673,0.39028560379148597,15.058152599186116,24.776572289130012,Este,Cálido,Primaria
Region_6,2006,0,2008,73.5781514222334,7.477344391745377,48504.46446173108,0.10242559488978595,181055.50269812136,0.2550736005015678,0.39323342655688254,15.208725650483752,24.6749637194637,Este,Cálido,Primaria
Region_6,2007,0,2008,73.61956762946305,7.471554736799791,48902.29740966792,0.1086276483130851,204341.55350467208,0.2947979777001889,0.3779328846117302,15.309317258885535,24.689110960085717,Este,Cálido,Primaria
Region_6,2008,1,2008,74.9251151909002,9.004091643655839,50773.993105424546,0.10767874265530485,225584.51248953608,0.2547053272250076,0.4435760417184931,15.314778237855062,25.11409781474293,Este,Cálido,Primaria
